"GENEID","DISORDER","mean_log2FC","min_p","combined_p","Direction"
"ENSG00000130287","BD",-0.29444,0.0439,0.0439,"DOWN"
"ENSG00000130294","MDD",0.126186054,0.02487461,0.02487461,"UP"
"ENSG00000130300","MDD",0.852459262333333,0.003459798,0.003459798,"UP"
"ENSG00000130303","ASD",0.537659068571429,4.23e-06,4.23e-06,"UP"
"ENSG00000130303","SZ",-0.7168856,0.00012238,0.00012238,"DOWN"
"ENSG00000130304","SZ",-0.3436889,0.01546218,0.01546218,"DOWN"
"ENSG00000130305","MDD",0.306544048,0.001763783,0.001763783,"UP"
"ENSG00000130307","BD",-0.3243238,0.00017,0.00017,"DOWN"
"ENSG00000130307","MDD",0.673288875,0.023153406,0.023153406,"UP"
"ENSG00000130309","ASD",0.15059431,0.00091942,0.00091942,"UP"
"ENSG00000130309","BD",0.24406,0.0289,0.0289,"UP"
"ENSG00000130311","ADHD",-0.0648642,0.00341207,0.00341207,"DOWN"
"ENSG00000130311","MDD",0.040954403,9.74717e-05,9.74717e-05,"UP"
"ENSG00000130312","MDD",0.3916419655,0.000175295,0.000175295,"UP"
"ENSG00000130332","MDD",0.1165511695,0.01432211,0.01432211,"UP"
"ENSG00000130338","OCD",-0.36161175,0.003558531,0.003558531,"DOWN"
"ENSG00000130340","ADHD",0.07704115,0.01376312,0.01376312,"UP"
"ENSG00000130348","OCD",-0.32,0.000373462,0.000373462,"DOWN"
"ENSG00000130349","MDD",-0.154400326,0.038842805,0.038842805,"DOWN"
"ENSG00000130363","BD",-0.19921,0.0373,0.0373,"DOWN"
"ENSG00000130363","MDD",-0.231249846,0.010298342,0.010298342,"DOWN"
"ENSG00000130368","ASD",-0.3491373,0.00026723,0.00026723,"DOWN"
"ENSG00000130382","MDD",-0.2710456678,0.011696893,0.011696893,"DOWN"
"ENSG00000130402","BD",-0.1130132,0.03496689,0.03496689,"DOWN"
"ENSG00000130429","BD",0.35764,0.0138,0.0138,"UP"
"ENSG00000130449","MDD",-0.269098185,0.029070937,0.029070937,"DOWN"
"ENSG00000130475","ASD",-0.1588896,0.00147668,0.00147668,"DOWN"
"ENSG00000130475","MDD",0.333407975,0.021076191,0.021076191,"UP"
"ENSG00000130475","OCD",-0.429815721,0.000883491,0.000883491,"DOWN"
"ENSG00000130477","MDD",0.356653811,0.029980743,0.029980743,"UP"
"ENSG00000130477","OCD",-0.846,0.001527701,0.001527701,"DOWN"
"ENSG00000130479","BD",0.13744918,0.04517516,0.04517516,"UP"
"ENSG00000130479","MDD",-0.02715853375,0.00604686,0.00604686,"DOWN"
"ENSG00000130479","SZ",0.154180781,0.043020449,0.043020449,"UP"
"ENSG00000130489","MDD",0.716077199,0.00156979,0.00156979,"UP"
"ENSG00000130508","ASD",-0.51,0.00322,0.00322,"DOWN"
"ENSG00000130508","MDD",-0.391773054,0.003619132,0.003619132,"DOWN"
"ENSG00000130508","OCD",0.7116294235,0.000173978,0.000173978,"UP"
"ENSG00000130511","ADHD",-0.0709584,0.03677118,0.03677118,"DOWN"
"ENSG00000130511","MDD",0.319873075,0.01383865,0.01383865,"UP"
"ENSG00000130511","OCD",-0.468122344,0.001177546,0.001177546,"DOWN"
"ENSG00000130518","ADHD",-0.1435694,0.0003989,0.0003989,"DOWN"
"ENSG00000130520","MDD",0.102679903,0.005274307,0.005274307,"UP"
"ENSG00000130522","ADHD",-0.1294376,0.00772762,0.00772762,"DOWN"
"ENSG00000130522","MDD",-0.3873936405,0.008161399,0.008161399,"DOWN"
"ENSG00000130522","OCD",-0.46573,0.008946,0.008946,"DOWN"
"ENSG00000130522","SZ",-0.4875006,0.00240834,0.00240834,"DOWN"
"ENSG00000130540","MDD",-0.248229321,0.009935363,0.009935363,"DOWN"
"ENSG00000130540","OCD",-0.951236958,0.00488,0.00488,"DOWN"
"ENSG00000130559","ASD",-0.25,0.00313,0.00313,"DOWN"
"ENSG00000130560","ADHD",-0.0510878,0.04105168,0.04105168,"DOWN"
"ENSG00000130560","MDD",0.142092313,0.045912667,0.045912667,"UP"
"ENSG00000130589","ASD",0.45014181,0.00097447,0.00097447,"UP"
"ENSG00000130589","BD",0.15112531,0.03634291,0.03634291,"UP"
"ENSG00000130589","MDD",0.478724278,0.022869829,0.022869829,"UP"
"ENSG00000130589","OCD",-0.7335,0.002961,0.002961,"DOWN"
"ENSG00000130589","SZ",0.273320484,0.001401526,0.001401526,"UP"
"ENSG00000130590","MDD",-0.340565931,0.035300977,0.035300977,"DOWN"
"ENSG00000130592","MDD",-0.872128545,0.004623823,0.004623823,"DOWN"
"ENSG00000130598","ADHD",-0.0803546,0.00871436,0.00871436,"DOWN"
"ENSG00000130600","MDD",-0.687019132,0.020419165,0.020419165,"DOWN"
"ENSG00000130600","SZ",-0.5795006,0.01424628,0.01424628,"DOWN"
"ENSG00000130640","MDD",0.162576831,0.007990369,0.007990369,"UP"
"ENSG00000130643","MDD",0.164446558,0.028038714,0.028038714,"UP"
"ENSG00000130653","MDD",-0.15473255375,0.010187998,0.010187998,"DOWN"
"ENSG00000130669","OCD",-0.435252694,0.004811742,0.004811742,"DOWN"
"ENSG00000130684","BD",0.07618762,0.02679519,0.02679519,"UP"
"ENSG00000130684","MDD",-0.124170950666667,0.00605254,0.00605254,"DOWN"
"ENSG00000130699","ADHD",-0.0447587,0.01771887,0.01771887,"DOWN"
"ENSG00000130699","MDD",-0.250928344,0.024004959,0.024004959,"DOWN"
"ENSG00000130702","SZ",-0.5176781,0.00405335,0.00405335,"DOWN"
"ENSG00000130703","MDD",-0.0887272,0.03490108,0.03490108,"DOWN"
"ENSG00000130706","MDD",-0.00809251433333334,0.000944501,0.000944501,"DOWN"
"ENSG00000130707","MDD",0.123303364,0.005008264,0.005008264,"UP"
"ENSG00000130711","MDD",-0.734232533,0.02639725,0.02639725,"DOWN"
"ENSG00000130711","SZ",-0.162064236,0.044302332,0.044302332,"DOWN"
"ENSG00000130714","ASD",-0.25,0.00193,0.00193,"DOWN"
"ENSG00000130714","MDD",-0.227999734,0.018253494,0.018253494,"DOWN"
"ENSG00000130720","ASD",0.66,0.00171,0.00171,"UP"
"ENSG00000130720","OCD",-0.676291492,0.003767032,0.003767032,"DOWN"
"ENSG00000130723","MDD",-0.21918455,0.047387971,0.047387971,"DOWN"
"ENSG00000130724","MDD",0.13880205,0.040876429,0.040876429,"UP"
"ENSG00000130725","MDD",0.356779426,4.9052e-05,4.9052e-05,"UP"
"ENSG00000130726","ADHD",-0.0431976,0.01550939,0.01550939,"DOWN"
"ENSG00000130726","MDD",0.2512992,0.000974787,0.000974787,"UP"
"ENSG00000130731","MDD",0.28214205325,0.002201584,0.002201584,"UP"
"ENSG00000130733","ADHD",0.04627358,0.02798314,0.02798314,"UP"
"ENSG00000130734","ASD",-0.1394081,0.00018871,0.00018871,"DOWN"
"ENSG00000130748","MDD",0.577070854,0.000679801,0.000679801,"UP"
"ENSG00000130749","MDD",-0.160167123,0.005417945,0.005417945,"DOWN"
"ENSG00000130751","MDD",0.647993402,0.016954698,0.016954698,"UP"
"ENSG00000130755","MDD",0.315625359,0.020611784,0.020611784,"UP"
"ENSG00000130758","MDD",0.305615419,0.000837482,0.000837482,"UP"
"ENSG00000130758","OCD",-0.574083965,0.001100751,0.001100751,"DOWN"
"ENSG00000130764","MDD",0.19045963,0.006511957,0.006511957,"UP"
"ENSG00000130766","ASD",0.23349356,0.00239108,0.00239108,"UP"
"ENSG00000130766","BD",0.3699,0.0219,0.0219,"UP"
"ENSG00000130766","OCD",0.37,0.001164528,0.001164528,"UP"
"ENSG00000130766","SZ",-0.4284218,0.00526049,0.00526049,"DOWN"
"ENSG00000130768","ADHD",-0.0717786,0.0196143,0.0196143,"DOWN"
"ENSG00000130768","MDD",-0.841148953,0.038011044,0.038011044,"DOWN"
"ENSG00000130770","MDD",0.19775804875,0.007864625,0.007864625,"UP"
"ENSG00000130772","MDD",0.344705688,0.045879367,0.045879367,"UP"
"ENSG00000130772","SZ",-0.169062318,0.036451945,0.036451945,"DOWN"
"ENSG00000130775","OCD",-1.07376,0.000152,0.000152,"DOWN"
"ENSG00000130779","BD",0.0629445,0.02908308,0.02908308,"UP"
"ENSG00000130783","MDD",0.232730505,0.009817805,0.009817805,"UP"
"ENSG00000130811","MDD",0.175350131,0.023455635,0.023455635,"UP"
"ENSG00000130812","MDD",0.629309125,0.040851155,0.040851155,"UP"
"ENSG00000130813","MDD",0.300211108,8.22176e-05,8.22176e-05,"UP"
"ENSG00000130816","ADHD",-0.0496424,0.01151023,0.01151023,"DOWN"
"ENSG00000130816","MDD",-0.321793539,0.001686286,0.001686286,"DOWN"
"ENSG00000130818","ADHD",0.10315043,0.00403677,0.00403677,"UP"
"ENSG00000130821","MDD",-0.182856834,0.033016802,0.033016802,"DOWN"
"ENSG00000130822","MDD",0.0448392204,0.00936115,0.00936115,"UP"
"ENSG00000130826","MDD",0.102596596,0.046629091,0.046629091,"UP"
"ENSG00000130830","MDD",0.115651698,0.035318575,0.035318575,"UP"
"ENSG00000130844","MDD",-0.277109718923077,0.001591073,0.001591073,"DOWN"
"ENSG00000130856","ASD",0.54,0.00153,0.00153,"UP"
"ENSG00000130881","MDD",0.3747997605,0.000246158,0.000246158,"UP"
"ENSG00000130921","ADHD",0.07281477,0.00916217,0.00916217,"UP"
"ENSG00000130921","BD",0.13440556,0.01030531,0.01030531,"UP"
"ENSG00000130935","MDD",0.152494012,0.039878866,0.039878866,"UP"
"ENSG00000130940","ADHD",-0.1759921,0.00123169,0.00123169,"DOWN"
"ENSG00000130943","MDD",-0.823460089,0.01484476,0.01484476,"DOWN"
"ENSG00000130948","MDD",0.786651047,0.029303297,0.029303297,"UP"
"ENSG00000130956","MDD",0.20042410325,0.002030734,0.002030734,"UP"
"ENSG00000130956","OCD",-0.386,0.001527481,0.001527481,"DOWN"
"ENSG00000130962","ASD",-0.2265657,0.00107707,0.00107707,"DOWN"
"ENSG00000130962","BD",0.1501454,4.09e-05,4.09e-05,"UP"
"ENSG00000130997","BD",0.28154,0.024,0.024,"UP"
"ENSG00000130997","MDD",-0.135366067333333,0.02236869,0.02236869,"DOWN"
"ENSG00000131002","MDD",-0.307930074,0.00668419,0.00668419,"DOWN"
"ENSG00000131013","OCD",0.32,0.000391409,0.000391409,"UP"
"ENSG00000131016","ASD",0.14291901,0.00272819,0.00272819,"UP"
"ENSG00000131016","BD",0.1066873,4.64e-05,4.64e-05,"UP"
"ENSG00000131023","BD",0.04270687,0.04494314,0.04494314,"UP"
"ENSG00000131023","MDD",0.06486539,0.00374614,0.00374614,"UP"
"ENSG00000131043","MDD",0.197722272,0.031216461,0.031216461,"UP"
"ENSG00000131055","ASD",-0.5142273,0.00151342,0.00151342,"DOWN"
"ENSG00000131061","MDD",-0.238224901333333,0.005577538,0.005577538,"DOWN"
"ENSG00000131067","MDD",-0.2670174,0.022895199,0.022895199,"DOWN"
"ENSG00000131069","MDD",-0.192735766,0.021266171,0.021266171,"DOWN"
"ENSG00000131094","ASD",0.24214835,0.00127444,0.00127444,"UP"
"ENSG00000131094","MDD",0.3197202065,0.014314706,0.014314706,"UP"
"ENSG00000131094","OCD",0.906,2.748e-06,2.748e-06,"UP"
"ENSG00000131094","SZ",-0.4232195,0.01261849,0.01261849,"DOWN"
"ENSG00000131095","MDD",0.636751051,0.012332699,0.012332699,"UP"
"ENSG00000131095","OCD",0.900737878,6.92e-06,6.92e-06,"UP"
"ENSG00000131100","ASD",-0.1150282,0.00248257,0.00248257,"DOWN"
"ENSG00000131100","MDD",0.162022273,0.049611044,0.049611044,"UP"
"ENSG00000131116","MDD",0.181329579,0.003789157,0.003789157,"UP"
"ENSG00000131127","ADHD",0.07063547,0.03271691,0.03271691,"UP"
"ENSG00000131143","MDD",0.186954865,0.014540104,0.014540104,"UP"
"ENSG00000131149","ADHD",-0.0665447,0.00296839,0.00296839,"DOWN"
"ENSG00000131149","MDD",-0.28015861,0.001753371,0.001753371,"DOWN"
"ENSG00000131153","BD",-0.28171,0.0414,0.0414,"DOWN"
"ENSG00000131153","MDD",0.452458893,0.027643345,0.027643345,"UP"
"ENSG00000131165","ADHD",-0.0627858,0.01047069,0.01047069,"DOWN"
"ENSG00000131165","MDD",0.28201206,0.001154961,0.001154961,"UP"
"ENSG00000131171","MDD",0.1913894365,0.02931218,0.02931218,"UP"
"ENSG00000131187","MDD",0.570431765,0.008484512,0.008484512,"UP"
"ENSG00000131188","OCD",-0.757335564,0.003431463,0.003431463,"DOWN"
"ENSG00000131196","ASD",0.3547127,0.00016225,0.00016225,"UP"
"ENSG00000131238","MDD",0.103782821,0.045857892,0.045857892,"UP"
"ENSG00000131242","MDD",0.267495494,0.027558066,0.027558066,"UP"
"ENSG00000131263","MDD",0.142777935,0.048931255,0.048931255,"UP"
"ENSG00000131269","ASD",-0.44,0.00386,0.00386,"DOWN"
"ENSG00000131269","MDD",-0.166487719,0.049825083,0.049825083,"DOWN"
"ENSG00000131323","BD",-0.1871335,4.87e-05,4.87e-05,"DOWN"
"ENSG00000131323","MDD",-0.197290485,0.011555865,0.011555865,"DOWN"
"ENSG00000131351","ADHD",-0.0714608,0.01897468,0.01897468,"DOWN"
"ENSG00000131351","MDD",-0.1102544225,0.000684445,0.000684445,"DOWN"
"ENSG00000131373","ASD",-0.1221352,0.00200416,0.00200416,"DOWN"
"ENSG00000131373","MDD",0.1065854,0.048050142,0.048050142,"UP"
"ENSG00000131374","BD",-0.1302523,0.03271185,0.03271185,"DOWN"
"ENSG00000131374","MDD",-0.1746668,0.00968575,0.00968575,"DOWN"
"ENSG00000131374","SZ",-0.133471709,0.041174207,0.041174207,"DOWN"
"ENSG00000131375","MDD",0.0265966113333333,0.017194281,0.017194281,"UP"
"ENSG00000131378","ASD",-0.1632361,0.00268014,0.00268014,"DOWN"
"ENSG00000131378","OCD",0.919311166,0.000122572,0.000122572,"UP"
"ENSG00000131379","BD",0.28273597,9.81e-05,9.81e-05,"UP"
"ENSG00000131379","MDD",0.24826174,0.00416009,0.00416009,"UP"
"ENSG00000131379","SZ",0.204702511,0.016706607,0.016706607,"UP"
"ENSG00000131381","MDD",0.118205667,0.035377117,0.035377117,"UP"
"ENSG00000131389","ASD",-0.2481392,0.00157727,0.00157727,"DOWN"
"ENSG00000131398","ASD",-0.2308214,0.00022207,0.00022207,"DOWN"
"ENSG00000131398","MDD",-0.455459548,0.011847444,0.011847444,"DOWN"
"ENSG00000131400","MDD",1.277227242,0.00511374,0.00511374,"UP"
"ENSG00000131401","BD",-0.1185517,0.01828195,0.01828195,"DOWN"
"ENSG00000131408","ADHD",-0.0746279,0.01582045,0.01582045,"DOWN"
"ENSG00000131408","MDD",0.163766178333333,0.016879282,0.016879282,"UP"
"ENSG00000131409","OCD",-0.664052812,8.8e-06,8.8e-06,"DOWN"
"ENSG00000131435","BD",0.15419638,0.03327345,0.03327345,"UP"
"ENSG00000131435","OCD",1.298,1.3076e-05,1.3076e-05,"UP"
"ENSG00000131435","SZ",-0.1837617255,0.00457341,0.00457341,"DOWN"
"ENSG00000131446","BD",0.2435,0.0405,0.0405,"UP"
"ENSG00000131446","MDD",0.168774617,0.025000568,0.025000568,"UP"
"ENSG00000131459","ASD",0.19553548,0.0002904,0.0002904,"UP"
"ENSG00000131459","MDD",-0.04148198475,0.035891906,0.035891906,"DOWN"
"ENSG00000131462","ASD",-0.1589282,0.00036674,0.00036674,"DOWN"
"ENSG00000131467","MDD",-0.0809892343333333,0.034108551,0.034108551,"DOWN"
"ENSG00000131469","MDD",0.269232618,0.012964086,0.012964086,"UP"
"ENSG00000131469","OCD",0.582762948,6.91e-07,6.91e-07,"UP"
"ENSG00000131470","ADHD",-0.0679773,0.02622787,0.02622787,"DOWN"
"ENSG00000131471","BD",-0.1308802,0.03587229,0.03587229,"DOWN"
"ENSG00000131471","MDD",0.861254797,0.013867209,0.013867209,"UP"
"ENSG00000131471","SZ",-0.5349505,0.01336437,0.01336437,"DOWN"
"ENSG00000131473","ASD",-0.1181145,0.00164961,0.00164961,"DOWN"
"ENSG00000131473","MDD",-0.1695668,0.00650933,0.00650933,"DOWN"
"ENSG00000131475","MDD",0.250404182666667,0.00901983,0.00901983,"UP"
"ENSG00000131477","MDD",0.618439997,0.001559395,0.001559395,"UP"
"ENSG00000131495","MDD",0.2383190525,6.12726e-05,6.12726e-05,"UP"
"ENSG00000131507","ADHD",0.06631855,0.02630163,0.02630163,"UP"
"ENSG00000131507","MDD",0.139208558,0.04394288,0.04394288,"UP"
"ENSG00000131508","MDD",0.142640966,0.020059863,0.020059863,"UP"
"ENSG00000131584","ADHD",-0.0548048,0.02476465,0.02476465,"DOWN"
"ENSG00000131584","MDD",0.285878869,0.013769468,0.013769468,"UP"
"ENSG00000131584","SZ",-0.2783337,0.01535752,0.01535752,"DOWN"
"ENSG00000131626","ADHD",-0.0492329,0.00769137,0.00769137,"DOWN"
"ENSG00000131634","ASD",-0.3449294,0.00073226,0.00073226,"DOWN"
"ENSG00000131652","BD",-0.1295602,0.0010443,0.0010443,"DOWN"
"ENSG00000131652","SZ",-0.111672741,0.020355291,0.020355291,"DOWN"
"ENSG00000131653","MDD",-0.278089087,0.021041752,0.021041752,"DOWN"
"ENSG00000131669","MDD",0.322589792,0.021382179,0.021382179,"UP"
"ENSG00000131697","MDD",-0.293315455,0.030591737,0.030591737,"DOWN"
"ENSG00000131724","BD",0.27767,0.0314,0.0314,"UP"
"ENSG00000131724","MDD",0.650760001,0.021614641,0.021614641,"UP"
"ENSG00000131724","OCD",0.891571497,0.000737208,0.000737208,"UP"
"ENSG00000131732","ASD",-1.43,1.04e-06,1.04e-06,"DOWN"
"ENSG00000131732","MDD",0.204543196,0.022467261,0.022467261,"UP"
"ENSG00000131738","ASD",0.56383204,0.00267874,0.00267874,"UP"
"ENSG00000131746","ADHD",0.06214746,0.00709971,0.00709971,"UP"
"ENSG00000131747","BD",0.53088,0.000619,0.000619,"UP"
"ENSG00000131747","OCD",3.149743526,0.004506761,0.004506761,"UP"
"ENSG00000131748","MDD",-0.19819087,0.017110459,0.017110459,"DOWN"
"ENSG00000131759","ADHD",-0.1037729,0.00848655,0.00848655,"DOWN"
"ENSG00000131759","OCD",0.489,0.002709723,0.002709723,"UP"
"ENSG00000131771","OCD",-0.4400280705,0.001194045,0.001194045,"DOWN"
"ENSG00000131773","MDD",-0.1580298665,0.025582443,0.025582443,"DOWN"
"ENSG00000131779","ADHD",0.04503018,0.03775334,0.03775334,"UP"
"ENSG00000131779","MDD",0.159141061,0.024351291,0.024351291,"UP"
"ENSG00000131781","MDD",-0.379250523,0.034497966,0.034497966,"DOWN"
"ENSG00000131791","ASD",0.17676239,0.00198786,0.00198786,"UP"
"ENSG00000131791","BD",0.20309957,1.26e-06,1.26e-06,"UP"
"ENSG00000131791","MDD",0.12275872,0.00602762,0.00602762,"UP"
"ENSG00000131791","SZ",0.141357687,0.000918475,0.000918475,"UP"
"ENSG00000131808","ADHD",0.0586038,0.03228546,0.03228546,"UP"
"ENSG00000131831","MDD",-0.33376694725,0.001165,0.001165,"DOWN"
"ENSG00000131844","ADHD",0.06349692,0.00635903,0.00635903,"UP"
"ENSG00000131844","BD",0.08816976,0.01299215,0.01299215,"UP"
"ENSG00000131845","MDD",-0.154803403,0.03180612,0.03180612,"DOWN"
"ENSG00000131849","MDD",-0.237420946,0.024977453,0.024977453,"DOWN"
"ENSG00000131873","BD",0.21461,0.02,0.02,"UP"
"ENSG00000131873","SZ",-0.3484557,0.02169033,0.02169033,"DOWN"
"ENSG00000131876","ASD",-0.51,0.00384,0.00384,"DOWN"
"ENSG00000131876","BD",0.26563,0.032,0.032,"UP"
"ENSG00000131899","MDD",0.340572797,0.024073502,0.024073502,"UP"
"ENSG00000131931","ADHD",-0.0913427,6.98e-05,6.98e-05,"DOWN"
"ENSG00000131941","ASD",0.41689098,0.00029033,0.00029033,"UP"
"ENSG00000131941","BD",0.13373317,0.04101444,0.04101444,"UP"
"ENSG00000131941","SZ",0.222554941,0.001843493,0.001843493,"UP"
"ENSG00000131943","ASD",0.35,0.000442,0.000442,"UP"
"ENSG00000131943","MDD",0.192807278,0.00683343,0.00683343,"UP"
"ENSG00000131944","MDD",0.831286231,0.004470884,0.004470884,"UP"
"ENSG00000131951","MDD",0.309678263,0.010583298,0.010583298,"UP"
"ENSG00000131966","MDD",0.283322431,0.000483568,0.000483568,"UP"
"ENSG00000131969","MDD",0.77213315,0.043817026,0.043817026,"UP"
"ENSG00000131979","ASD",0.33912765,0.00055612,0.00055612,"UP"
"ENSG00000131981","ASD",0.38857407,0.00030255,0.00030255,"UP"
"ENSG00000131981","OCD",0.5480166835,0.001642434,0.001642434,"UP"
"ENSG00000131981","SZ",-0.1536749845,0.01169696,0.01169696,"DOWN"
"ENSG00000132000","OCD",0.994,0.000286874,0.000286874,"UP"
"ENSG00000132002","BD",0.40037,0.0167,0.0167,"UP"
"ENSG00000132002","OCD",-0.08462,0.000583,0.000583,"DOWN"
"ENSG00000132003","ASD",-0.6,0.000743,0.000743,"DOWN"
"ENSG00000132003","MDD",-0.382181745,0.029131353,0.029131353,"DOWN"
"ENSG00000132004","MDD",0.3551003,0.017858738,0.017858738,"UP"
"ENSG00000132005","ADHD",-0.0651879,0.01879438,0.01879438,"DOWN"
"ENSG00000132005","MDD",0.10581519,0.03406902,0.03406902,"UP"
"ENSG00000132010","MDD",0.6928009525,0.001809604,0.001809604,"UP"
"ENSG00000132016","ASD",0.6,0.00673,0.00673,"UP"
"ENSG00000132016","BD",0.146196,0.0002879,0.0002879,"UP"
"ENSG00000132016","MDD",0.321605676,0.044219437,0.044219437,"UP"
"ENSG00000132024","ADHD",-0.0620761,0.00470886,0.00470886,"DOWN"
"ENSG00000132024","MDD",0.1738515765,0.01135887,0.01135887,"UP"
"ENSG00000132026","MDD",0.457228629,0.008531561,0.008531561,"UP"
"ENSG00000132109","ASD",0.37642977,6.11e-05,6.11e-05,"UP"
"ENSG00000132109","MDD",0.609124252,0.004985992,0.004985992,"UP"
"ENSG00000132122","MDD",0.227914123,0.021107242,0.021107242,"UP"
"ENSG00000132128","MDD",-0.185080213,0.013454049,0.013454049,"DOWN"
"ENSG00000132141","MDD",0.175820192333333,0.009672601,0.009672601,"UP"
"ENSG00000132155","BD",0.15517,0.0326,0.0326,"UP"
"ENSG00000132155","MDD",-0.124356295,0.02696951,0.02696951,"DOWN"
"ENSG00000132170","BD",0.153616125,1.12e-05,1.12e-05,"UP"
"ENSG00000132170","MDD",0.259494497,0.002468306,0.002468306,"UP"
"ENSG00000132196","BD",0.26889,0.0463,0.0463,"UP"
"ENSG00000132199","MDD",0.222687159,0.032851642,0.032851642,"UP"
"ENSG00000132205","BD",0.29421,0.0487,0.0487,"UP"
"ENSG00000132205","OCD",0.833,7.3077e-05,7.3077e-05,"UP"
"ENSG00000132254","MDD",-0.0899445,0.0438382,0.0438382,"DOWN"
"ENSG00000132256","ASD",0.31088596,0.00034943,0.00034943,"UP"
"ENSG00000132256","BD",0.27765,0.0332,0.0332,"UP"
"ENSG00000132259","MDD",-0.573776631,0.044513615,0.044513615,"DOWN"
"ENSG00000132274","SZ",-0.4909685,0.00748781,0.00748781,"DOWN"
"ENSG00000132275","MDD",0.161591116,0.013349664,0.013349664,"UP"
"ENSG00000132300","MDD",0.034097243,0.048010484,0.048010484,"UP"
"ENSG00000132313","ADHD",0.0718217,0.04783973,0.04783973,"UP"
"ENSG00000132313","OCD",-0.281,0.001743703,0.001743703,"DOWN"
"ENSG00000132321","MDD",-0.333362092,0.048385902,0.048385902,"DOWN"
"ENSG00000132321","OCD",0.563,0.002797797,0.002797797,"UP"
"ENSG00000132323","ADHD",-0.0627985,0.0249414,0.0249414,"DOWN"
"ENSG00000132326","BD",-0.128226,0.02713812,0.02713812,"DOWN"
"ENSG00000132329","ADHD",-0.1119071,0.00167666,0.00167666,"DOWN"
"ENSG00000132329","ASD",0.18431571,0.0021601,0.0021601,"UP"
"ENSG00000132329","MDD",-0.259080022,0.013752769,0.013752769,"DOWN"
"ENSG00000132329","SZ",-0.3968017,0.01251789,0.01251789,"DOWN"
"ENSG00000132334","MDD",-0.163820253625,0.013984058,0.013984058,"DOWN"
"ENSG00000132341","ADHD",-0.0466797,0.02709593,0.02709593,"DOWN"
"ENSG00000132341","MDD",-0.1671014,0.03891556,0.03891556,"DOWN"
"ENSG00000132356","ASD",-1.02,0.000903,0.000903,"DOWN"
"ENSG00000132356","MDD",0.02578586175,0.012016647,0.012016647,"UP"
"ENSG00000132357","BD",0.38423,0.00768,0.00768,"UP"
"ENSG00000132359","ASD",0.39,0.00119,0.00119,"UP"
"ENSG00000132359","MDD",0.364059485,0.027471826,0.027471826,"UP"
"ENSG00000132361","MDD",0.171104813,0.032513732,0.032513732,"UP"
"ENSG00000132376","ADHD",-0.0464281,0.01651399,0.01651399,"DOWN"
"ENSG00000132376","MDD",0.150871391,0.028557819,0.028557819,"UP"
"ENSG00000132382","MDD",0.22225880475,0.000925225,0.000925225,"UP"
"ENSG00000132383","MDD",0.130096927,0.047867988,0.047867988,"UP"
"ENSG00000132386","MDD",0.236303027,0.011319185,0.011319185,"UP"
"ENSG00000132388","MDD",0.143888737,0.009489648,0.009489648,"UP"
"ENSG00000132394","MDD",0.288552791,0.007236155,0.007236155,"UP"
"ENSG00000132405","ASD",0.10745798,0.00017341,0.00017341,"UP"
"ENSG00000132406","BD",-0.23827,0.019,0.019,"DOWN"
"ENSG00000132429","MDD",0.044784731,0.008477034,0.008477034,"UP"
"ENSG00000132432","ADHD",-0.092154,0.00803185,0.00803185,"DOWN"
"ENSG00000132432","MDD",0.367666931,0.002301819,0.002301819,"UP"
"ENSG00000132434","MDD",-0.1547294,0.04346093,0.04346093,"DOWN"
"ENSG00000132434","SZ",-0.148434957,0.047085883,0.047085883,"DOWN"
"ENSG00000132437","BD",-0.35843,0.0309,0.0309,"DOWN"
"ENSG00000132437","MDD",1.41400827,0.023818464,0.023818464,"UP"
"ENSG00000132463","BD",0.10791452,0.01017516,0.01017516,"UP"
"ENSG00000132463","MDD",0.151127218,0.020323344,0.020323344,"UP"
"ENSG00000132471","MDD",0.2276707585,0.000174752,0.000174752,"UP"
"ENSG00000132471","OCD",0.298,0.000126153,0.000126153,"UP"
"ENSG00000132478","MDD",-0.273749032,0.006295221,0.006295221,"DOWN"
"ENSG00000132485","MDD",0.167146532,0.009387306,0.009387306,"UP"
