DISORDER,STUDY,YEAR,TISSUE,GENEID,LOG2FC,PVAL,-LOGPVAL,,
MDD,Labonte,2017,BA25,ENSG00000101194,0.591978611,0.03334291,1.4769964998,,
MDD,Labonte,2017,BA25,ENSG00000188820,0.59173961,0.041943422,1.3773361400,,
MDD,Labonte,2017,BA25,ENSG00000207008,0.590244807,0.014203331,1.8476097919,,
MDD,Labonte,2017,BA25,ENSG00000242113,0.587696866,0.027217862,1.5651459922,,
MDD,Labonte,2017,BA25,ENSG00000063180,0.586613667,0.007475311,2.1263707344,,
MDD,Labonte,2017,BA25,ENSG00000040608,0.586170781,0.048923625,1.3104813714,,
MDD,Labonte,2017,BA25,ENSG00000272533,0.584728921,0.041356707,1.3834540489,,
MDD,Labonte,2017,BA25,ENSG00000207093,0.584536074,0.046611752,1.3315045729,,
MDD,Labonte,2017,BA25,ENSG00000119042,0.584235148,0.023370336,1.6313350436,,
MDD,Labonte,2017,BA25,ENSG00000197989,0.582593627,0.005195354,2.2843848552,,
MDD,Labonte,2017,BA25,ENSG00000205035,0.581646063,0.019549398,1.7088666116,,
MDD,Labonte,2017,BA25,ENSG00000269292,0.578982644,0.039905595,1.3989662094,,
MDD,Labonte,2017,BA25,ENSG00000186732,0.578787676,0.017749675,1.7508095946,,
MDD,Labonte,2017,BA25,ENSG00000252947,0.577480941,0.009690438,2.0136565927,,
MDD,Labonte,2017,BA25,ENSG00000117016,0.577304096,0.012170492,1.9146918648,,
MDD,Labonte,2017,BA25,ENSG00000130748,0.577070854,0.000679801,3.1676182009,,
MDD,Labonte,2017,BA25,ENSG00000213385,0.576716613,0.028358313,1.5473196083,,
MDD,Labonte,2017,BA25,ENSG00000204103,0.576016549,0.010890581,1.9629489505,,
MDD,Labonte,2017,BA25,ENSG00000108106,0.575105143,0.001074471,2.9688053016,,
MDD,Labonte,2017,BA25,ENSG00000210112,0.574116016,0.015467981,1.8105663701,,
MDD,Labonte,2017,BA25,ENSG00000182809,0.573462938,0.00000367915,5.4342525055,,
MDD,Labonte,2017,BA25,ENSG00000197483,0.57342536,0.008188399,2.0868010034,,
MDD,Labonte,2017,BA25,ENSG00000162817,0.573359949,0.03597661,1.4439797617,,
MDD,Labonte,2017,BA25,ENSG00000231233,0.572172503,0.007615374,2.1183087631,,
MDD,Labonte,2017,BA25,ENSG00000262333,0.571868067,0.009636037,2.0161015411,,
MDD,Labonte,2017,BA25,ENSG00000213760,0.571514616,0.007763449,2.1099452956,,
MDD,Labonte,2017,BA25,ENSG00000229867,0.571193605,0.016637736,1.7789057712,,
MDD,Labonte,2017,BA25,ENSG00000070423,0.570982338,0.00000788188,5.1033701815,,
MDD,Labonte,2017,BA25,ENSG00000117245,0.569782894,0.002484718,2.6047228938,,
MDD,Labonte,2017,BA25,ENSG00000199436,0.568887289,0.012709799,1.8958613176,,
MDD,Labonte,2017,BA25,ENSG00000183486,0.565853771,0.00745981,2.1272722338,,
MDD,Labonte,2017,BA25,ENSG00000001630,0.565290591,0.001721632,2.7640596737,,
MDD,Labonte,2017,BA25,ENSG00000233593,0.565030167,0.002175366,2.6624676636,,
MDD,Labonte,2017,BA25,ENSG00000160963,0.564696553,0.029549017,1.5294569621,,
MDD,Labonte,2017,BA25,ENSG00000180440,0.564493483,0.037978797,1.4204587959,,
MDD,Labonte,2017,BA25,ENSG00000241563,0.564193243,0.011838711,1.9266955811,,
MDD,Labonte,2017,BA25,ENSG00000188763,0.562617599,0.010734244,1.9692285370,,
MDD,Labonte,2017,BA25,ENSG00000186907,0.562526521,0.028533723,1.5446415591,,
MDD,Labonte,2017,BA25,ENSG00000240244,0.562494861,0.046591166,1.3316964207,,
MDD,Labonte,2017,BA25,ENSG00000199575,0.561873348,0.009379075,2.0278399913,,
MDD,Labonte,2017,BA25,ENSG00000164867,0.561233927,0.023290547,1.6328203115,,
MDD,Labonte,2017,BA25,ENSG00000179611,0.560690838,0.002664633,2.5743625979,,
MDD,Labonte,2017,BA25,ENSG00000272515,0.5589658,0.030451564,1.5163903970,,
MDD,Labonte,2017,BA25,ENSG00000239911,0.558489916,0.028786225,1.5408152844,,
MDD,Labonte,2017,BA25,ENSG00000144152,0.557815174,0.020162913,1.6954467238,,
MDD,Labonte,2017,BA25,ENSG00000157782,0.557605188,0.031571787,1.5007008358,,
MDD,Labonte,2017,BA25,ENSG00000196927,0.557006162,0.049601112,1.3045085870,,
MDD,Labonte,2017,BA25,ENSG00000240972,0.556202001,0.000535398,3.2713232555,,
MDD,Labonte,2017,BA25,ENSG00000130312,0.555988115,0.000175295,3.7562304713,,
MDD,Labonte,2017,BA25,ENSG00000087494,0.554890799,0.012929643,1.8884134662,,
MDD,Labonte,2017,BA25,ENSG00000127220,0.553425569,0.000329516,3.4821234929,,
MDD,Labonte,2017,BA25,ENSG00000126432,0.553021356,0.00000142607,5.8458591562,,
MDD,Labonte,2017,BA25,ENSG00000259511,0.552424885,0.042216189,1.3745209745,,
MDD,Labonte,2017,BA25,ENSG00000070729,0.552330634,0.029683316,1.5274875845,,
MDD,Labonte,2017,BA25,ENSG00000181418,0.552189281,0.01297837,1.8867798487,,
MDD,Labonte,2017,BA25,ENSG00000088992,0.550795573,0.002627649,2.5804326481,,
MDD,Labonte,2017,BA25,ENSG00000213420,0.5505277,0.027833641,1.5554299786,,
MDD,Labonte,2017,BA25,ENSG00000167889,0.550074976,0.015365133,1.8134636762,,
MDD,Labonte,2017,BA25,ENSG00000143119,0.549974257,0.047970075,1.3190296025,,
MDD,Labonte,2017,BA25,ENSG00000130592,0.549276759,0.033098665,1.4801895227,,
MDD,Labonte,2017,BA25,ENSG00000267909,0.549143963,0.000172683,3.7627504150,,
MDD,Labonte,2017,BA25,ENSG00000201229,0.548211512,0.020281943,1.6928904422,,
MDD,Labonte,2017,BA25,ENSG00000100276,0.548075965,0.001961272,2.7074621718,,
MDD,Labonte,2017,BA25,ENSG00000146670,0.54794893,0.008578052,2.0666113254,,
MDD,Labonte,2017,BA25,ENSG00000146147,0.543796346,0.035212612,1.4533017587,,
MDD,Labonte,2017,BA25,ENSG00000244363,0.54368721,0.011775601,1.9290169182,,
MDD,Labonte,2017,BA25,ENSG00000240869,0.540719774,0.039323367,1.4053493035,,
MDD,Labonte,2017,BA25,ENSG00000071655,0.540187886,0.0000953578,4.0206437771,,
MDD,Labonte,2017,BA25,ENSG00000044524,0.539915661,0.049237994,1.3076996489,,
MDD,Labonte,2017,BA25,ENSG00000248905,0.538317422,0.026397633,1.5784350133,,
MDD,Labonte,2017,BA25,ENSG00000205090,0.537988162,0.001889215,2.7237186149,,
MDD,Labonte,2017,BA25,ENSG00000132622,0.536955633,0.009918225,2.0035660437,,
MDD,Labonte,2017,BA25,ENSG00000152082,0.536075762,0.00035281,3.4524591138,,
MDD,Labonte,2017,BA25,ENSG00000249188,0.535333272,0.015722171,1.8034874845,,
MDD,Labonte,2017,BA25,ENSG00000257522,0.53477419,0.049162736,1.3083639558,,
MDD,Labonte,2017,BA25,ENSG00000188157,0.532804396,0.000177111,3.7517544648,,
MDD,Labonte,2017,BA25,ENSG00000263551,0.532358724,0.029452053,1.5308844267,,
MDD,Labonte,2017,BA25,ENSG00000266145,0.531909493,0.046046156,1.3368066195,,
MDD,Labonte,2017,BA25,ENSG00000243696,0.531711302,0.038246606,1.4174070980,,
MDD,Labonte,2017,BA25,ENSG00000204677,0.53139336,0.021713028,1.6632796076,,
MDD,Labonte,2017,BA25,ENSG00000170296,0.531070257,0.000630799,3.2001090038,,
MDD,Labonte,2017,BA25,ENSG00000212864,0.530652228,0.009368245,2.0283417600,,
MDD,Labonte,2017,BA25,ENSG00000266680,0.529597802,0.047042385,1.3275106681,,
MDD,Labonte,2017,BA25,ENSG00000167550,0.528983427,0.040999289,1.3872236746,,
MDD,Labonte,2017,BA25,ENSG00000154975,0.528420473,0.019810822,1.7030975041,,
MDD,Labonte,2017,BA25,ENSG00000165490,0.527978876,0.047544812,1.3228968655,,
MDD,Labonte,2017,BA25,ENSG00000169692,0.527807566,0.003098883,2.5087948205,,
MDD,Labonte,2017,BA25,ENSG00000227700,0.527359046,0.018288672,1.7378178289,,
MDD,Labonte,2017,BA25,ENSG00000184374,0.527076321,0.036943942,1.4324567662,,
MDD,Labonte,2017,BA25,ENSG00000143013,0.527067573,0.034249398,1.4653470577,,
MDD,Labonte,2017,BA25,ENSG00000153495,0.526343211,0.043206886,1.3644470330,,
MDD,Labonte,2017,BA25,ENSG00000219507,0.525933081,0.00249441,2.6030321611,,
MDD,Labonte,2017,BA25,ENSG00000165810,0.525798867,0.046973336,1.3281485956,,
MDD,Labonte,2017,BA25,ENSG00000076662,0.525508502,0.013025699,1.8851989618,,
MDD,Labonte,2017,BA25,ENSG00000103269,0.52515656,0.00174657,2.7578140038,,
MDD,Labonte,2017,BA25,ENSG00000130881,0.524999357,0.000246158,3.6087860453,,
MDD,Labonte,2017,BA25,ENSG00000157873,0.524101404,0.002132099,2.6711926335,,
MDD,Labonte,2017,BA25,ENSG00000232434,0.523876758,0.00276906,2.5576676339,,
MDD,Labonte,2017,BA25,ENSG00000116544,0.52351131,0.001821822,2.7394940578,,
MDD,Labonte,2017,BA25,ENSG00000215908,0.522891299,0.001635012,2.7864790555,,
MDD,Labonte,2017,BA25,ENSG00000200816,0.522376498,0.03342364,1.4759462550,,
MDD,Labonte,2017,BA25,ENSG00000258940,0.52208332,0.049295346,1.3071940808,,
MDD,Labonte,2017,BA25,ENSG00000176788,0.520689512,0.001784353,2.7485192246,,
MDD,Labonte,2017,BA25,ENSG00000197360,0.520481724,0.019379799,1.7126507316,,
MDD,Labonte,2017,BA25,ENSG00000105419,0.519946908,0.014772714,1.8305397100,,
MDD,Labonte,2017,BA25,ENSG00000161544,0.519864668,0.001566176,2.8051594354,,
MDD,Labonte,2017,BA25,ENSG00000007264,0.51958524,0.004646338,2.3328892004,,
MDD,Labonte,2017,BA25,ENSG00000207001,0.517744403,0.02846225,1.5457307710,,
MDD,Labonte,2017,BA25,ENSG00000171532,0.517020819,0.028807134,1.5404999472,,
MDD,Labonte,2017,BA25,ENSG00000167733,0.51520492,0.002938708,2.5318435648,,
MDD,Labonte,2017,BA25,ENSG00000228824,0.515122675,0.047307729,1.3250678997,,
MDD,Labonte,2017,BA25,ENSG00000115756,0.514453056,0.008784948,2.0562608048,,
MDD,Labonte,2017,BA25,ENSG00000077463,0.513901704,0.001475376,2.8310972855,,
MDD,Labonte,2017,BA25,ENSG00000126458,0.512139285,0.010538454,1.9772230958,,
MDD,Labonte,2017,BA25,ENSG00000207063,0.511811284,0.028001884,1.5528127478,,
MDD,Labonte,2017,BA25,ENSG00000143067,0.511571548,0.042581716,1.3707768409,,
MDD,Labonte,2017,BA25,ENSG00000154237,0.511076393,0.015314265,1.8149038421,,
MDD,Labonte,2017,BA25,ENSG00000179673,0.509290856,0.040209853,1.3956675146,,
MDD,Labonte,2017,BA25,ENSG00000099977,0.507097486,0.000517889,3.2857633133,,
MDD,Labonte,2017,BA25,ENSG00000261064,0.506881688,0.016132631,1.7922947997,,
MDD,Labonte,2017,BA25,ENSG00000183484,0.50634406,0.004110871,2.3860661513,,
MDD,Labonte,2017,BA25,ENSG00000249352,0.506099148,0.025010496,1.6018776954,,
MDD,Labonte,2017,BA25,ENSG00000128604,0.504781353,0.012324503,1.9092305851,,
MDD,Labonte,2017,BA25,ENSG00000212402,0.504167882,0.006596398,2.1806931487,,
MDD,Labonte,2017,BA25,ENSG00000257398,0.503890255,0.043783229,1.3586922125,,
MDD,Labonte,2017,BA25,ENSG00000187260,0.50335084,0.017558699,1.7555076660,,
MDD,Labonte,2017,BA25,ENSG00000177700,0.503246324,0.0000199168,4.7007804377,,
MDD,Labonte,2017,BA25,ENSG00000250988,0.502895301,0.011224836,1.9498199955,,
MDD,Labonte,2017,BA25,ENSG00000106327,0.502737145,0.006140888,2.2117688234,,
MDD,Labonte,2017,BA25,ENSG00000259948,0.502502794,0.007236319,2.1404822963,,
MDD,Labonte,2017,BA25,ENSG00000141933,0.502463109,0.003279854,2.4841454881,,
MDD,Labonte,2017,BA25,ENSG00000042753,0.502006371,0.001044232,2.9812030022,,
MDD,Labonte,2017,BA25,ENSG00000234912,0.501932919,0.001485654,2.8280823234,,
MDD,Labonte,2017,BA25,ENSG00000167136,0.500912968,0.0000607061,4.2167676670,,
MDD,Labonte,2017,BA25,ENSG00000130255,0.500013569,0.000228312,3.6414712615,,
MDD,Labonte,2017,BA25,ENSG00000167103,0.499674841,0.01099971,1.9586187646,,
MDD,Labonte,2017,BA25,ENSG00000259583,0.498299661,0.047072449,1.3272332064,,
MDD,Labonte,2017,BA25,ENSG00000207445,0.497854354,0.040451043,1.3930702759,,
MDD,Labonte,2017,BA25,ENSG00000067840,0.496975899,0.001776573,2.7504169425,,
MDD,Labonte,2017,BA25,ENSG00000102871,0.496941779,0.009643294,2.0157745925,,
MDD,Labonte,2017,BA25,ENSG00000245025,0.496511397,0.034041521,1.4679910436,,
MDD,Labonte,2017,BA25,ENSG00000186577,0.495813386,0.000040053,4.3973649494,,
MDD,Labonte,2017,BA25,ENSG00000070808,0.49494406,0.023449975,1.6298576159,,
MDD,Labonte,2017,BA25,ENSG00000200812,0.494745255,0.024211161,1.6159843843,,
MDD,Labonte,2017,BA25,ENSG00000102001,0.494649846,0.029729643,1.5268103059,,
MDD,Labonte,2017,BA25,ENSG00000171680,0.494362411,0.005666393,2.2466933077,,
MDD,Labonte,2017,BA25,ENSG00000237720,0.49424605,0.020099738,1.6968096036,,
MDD,Labonte,2017,BA25,ENSG00000142102,0.493009011,0.036604614,1.4364641685,,
MDD,Labonte,2017,BA25,ENSG00000247596,0.492363267,0.006706169,2.1735255063,,
MDD,Labonte,2017,BA25,ENSG00000126267,0.491554156,0.000116734,3.9328026327,,
MDD,Labonte,2017,BA25,ENSG00000075884,0.490091364,0.004573214,2.3397784757,,
MDD,Labonte,2017,BA25,ENSG00000006015,0.489895619,0.0000143341,4.8436295701,,
MDD,Labonte,2017,BA25,ENSG00000186188,0.489807656,0.008824627,2.0543036423,,
MDD,Labonte,2017,BA25,ENSG00000200959,0.489383943,0.010015375,1.9993327850,,
MDD,Labonte,2017,BA25,ENSG00000240771,0.489061757,0.00242952,2.6144795214,,
MDD,Labonte,2017,BA25,ENSG00000131495,0.488936184,0.000523891,3.2807590623,,
MDD,Labonte,2017,BA25,ENSG00000263563,0.487900442,0.001403873,2.8526721785,,
MDD,Labonte,2017,BA25,ENSG00000179886,0.486475288,0.006352759,2.1970376199,,
MDD,Labonte,2017,BA25,ENSG00000106367,0.486454173,0.010315193,1.9865226418,,
MDD,Labonte,2017,BA25,ENSG00000150594,0.485713367,0.012788617,1.8931764189,,
MDD,Labonte,2017,BA25,ENSG00000186162,0.48507304,0.003663285,2.4361292923,,
MDD,Labonte,2017,BA25,ENSG00000225335,0.48458548,0.023187102,1.6347535275,,
MDD,Labonte,2017,BA25,ENSG00000188477,0.48339287,0.03095149,1.5093184393,,
MDD,Labonte,2017,BA25,ENSG00000258472,0.48289121,0.004171117,2.3797476280,,
MDD,Labonte,2017,BA25,ENSG00000144834,0.482237218,0.01183731,1.9267469788,,
MDD,Labonte,2017,BA25,ENSG00000198467,0.482057689,0.029957602,1.5234929533,,
MDD,Labonte,2017,BA25,ENSG00000149091,0.481133196,0.004105846,2.3865973440,,
MDD,Labonte,2017,BA25,ENSG00000178773,0.47971444,0.009754364,2.0108010420,,
MDD,Labonte,2017,BA25,ENSG00000147804,0.478946073,0.041885772,1.3779334756,,
MDD,Labonte,2017,BA25,ENSG00000196976,0.478359713,0.00660313,2.1802501524,,
MDD,Labonte,2017,BA25,ENSG00000162551,0.478114222,0.007175037,2.1441758550,,
MDD,Labonte,2017,BA25,ENSG00000105963,0.477977369,0.004798118,2.3189290756,,
MDD,Labonte,2017,BA25,ENSG00000272734,0.477747842,0.019426666,1.7116017265,,
MDD,Labonte,2017,BA25,ENSG00000110931,0.476985699,0.036785527,1.4343230177,,
MDD,Labonte,2017,BA25,ENSG00000161682,0.474026183,0.004741488,2.3240853442,,
MDD,Labonte,2017,BA25,ENSG00000272525,0.473998772,0.02389991,1.6216037345,,
MDD,Labonte,2017,BA25,ENSG00000225978,0.473939179,0.003246863,2.4885360359,,
MDD,Labonte,2017,BA25,ENSG00000116254,0.47345672,0.007022072,2.1535347219,,
MDD,Labonte,2017,BA25,ENSG00000142669,0.471654371,0.00099049,3.0041499047,,
MDD,Labonte,2017,BA25,ENSG00000108556,0.471163814,0.048348468,1.3156172827,,
MDD,Labonte,2017,BA25,ENSG00000204397,0.470304307,0.048736081,1.3121493965,,
MDD,Labonte,2017,BA25,ENSG00000231632,0.47023302,0.01187729,1.9252826395,,
MDD,Labonte,2017,BA25,ENSG00000260682,0.469649758,0.012406025,1.9063673480,,
MDD,Labonte,2017,BA25,ENSG00000158856,0.468405327,0.001585887,2.7997277609,,
MDD,Labonte,2017,BA25,ENSG00000069424,0.465817506,0.00702755,2.1531960558,,
MDD,Labonte,2017,BA25,ENSG00000215196,0.465426868,0.021290443,1.6718153019,,
MDD,Labonte,2017,BA25,ENSG00000100346,0.46533499,0.007594675,2.1194908062,,
MDD,Labonte,2017,BA25,ENSG00000121281,0.464259807,0.000248309,3.6050075391,,
MDD,Labonte,2017,BA25,ENSG00000059915,0.464014889,0.003752796,2.4256450430,,
MDD,Labonte,2017,BA25,ENSG00000007080,0.463982572,0.000000917799,6.0372524198,,
MDD,Labonte,2017,BA25,ENSG00000167771,0.463835456,0.008145104,2.0891033661,,
MDD,Labonte,2017,BA25,ENSG00000212443,0.463628005,0.049114932,1.3087864529,,
MDD,Labonte,2017,BA25,ENSG00000130731,0.463535204,0.002201584,2.6572647397,,
MDD,Labonte,2017,BA25,ENSG00000129009,0.462817347,0.022209003,1.6534709372,,
MDD,Labonte,2017,BA25,ENSG00000158089,0.462630551,0.032764936,1.4845906760,,
MDD,Labonte,2017,BA25,ENSG00000077348,0.462614916,0.00056911,3.2448037832,,
MDD,Labonte,2017,BA25,ENSG00000128298,0.461900404,0.01547602,1.8103407177,,
MDD,Labonte,2017,BA25,ENSG00000204653,0.461722489,0.002909319,2.5362086568,,
MDD,Labonte,2017,BA25,ENSG00000186010,0.460847751,0.000667836,3.1753301738,,
MDD,Labonte,2017,BA25,ENSG00000235314,0.460328282,0.001665526,2.7784485833,,
MDD,Labonte,2017,BA25,ENSG00000101204,0.46024069,0.0013743,2.8619184535,,
MDD,Labonte,2017,BA25,ENSG00000272742,0.459715902,0.037548292,1.4254098134,,
MDD,Labonte,2017,BA25,ENSG00000100092,0.459292084,0.003706746,2.4310071724,,
MDD,Labonte,2017,BA25,ENSG00000254348,0.459179555,0.003877751,2.4114200815,,
MDD,Labonte,2017,BA25,ENSG00000243449,0.459150225,0.021993134,1.6577128797,,
MDD,Labonte,2017,BA25,ENSG00000169228,0.458872535,0.033551342,1.4742901041,,
MDD,Labonte,2017,BA25,ENSG00000247970,0.458340518,0.006734935,2.1716665914,,
MDD,Labonte,2017,BA25,ENSG00000105327,0.458201554,0.014614342,1.8352207337,,
MDD,Labonte,2017,BA25,ENSG00000184060,0.458078951,0.039316441,1.4054258022,,
MDD,Labonte,2017,BA25,ENSG00000235026,0.457872316,0.032029789,1.4944459223,,
MDD,Labonte,2017,BA25,ENSG00000130758,0.457584502,0.000837482,3.0770245185,,
MDD,Labonte,2017,BA25,ENSG00000099330,0.455515915,0.008054448,2.0939642180,,
MDD,Labonte,2017,BA25,ENSG00000149654,0.454470164,0.012128409,1.9161961660,,
MDD,Labonte,2017,BA25,ENSG00000140519,0.454371835,0.04499577,1.3468283118,,
MDD,Labonte,2017,BA25,ENSG00000142634,0.454359042,0.015004252,1.8237856504,,
MDD,Labonte,2017,BA25,ENSG00000197345,0.453434337,0.000672138,3.1725415506,,
MDD,Labonte,2017,BA25,ENSG00000100055,0.453243579,0.030815407,1.5112320919,,
MDD,Labonte,2017,BA25,ENSG00000169783,0.452440735,0.030206098,1.5199053729,,
MDD,Labonte,2017,BA25,ENSG00000182272,0.451809588,0.000157781,3.8019452958,,
MDD,Labonte,2017,BA25,ENSG00000118898,0.451508237,0.013356071,1.8743212809,,
MDD,Labonte,2017,BA25,ENSG00000130725,0.451063906,0.000049052,4.3093432804,,
MDD,Labonte,2017,BA25,ENSG00000198931,0.450691247,0.00110347,2.9572394695,,
MDD,Labonte,2017,BA25,ENSG00000212232,0.450690251,0.020789906,1.6821474743,,
MDD,Labonte,2017,BA25,ENSG00000105583,0.450679194,0.002766423,2.5580814133,,
MDD,Labonte,2017,BA25,ENSG00000116663,0.450379911,0.012367003,1.9077355339,,
MDD,Labonte,2017,BA25,ENSG00000185614,0.450159566,0.016283433,1.7882540285,,
MDD,Labonte,2017,BA25,ENSG00000208772,0.448359084,0.013379675,1.8735544357,,
MDD,Labonte,2017,BA25,ENSG00000141854,0.448103604,0.000194462,3.7111652519,,
MDD,Labonte,2017,BA25,ENSG00000141552,0.44789933,0.0000537486,4.2696328434,,
MDD,Labonte,2017,BA25,ENSG00000106123,0.447640552,0.021933339,1.6588952489,,
MDD,Labonte,2017,BA25,ENSG00000253683,0.446883079,0.007563411,2.1212822992,,
MDD,Labonte,2017,BA25,ENSG00000085514,0.446699382,0.026016893,1.5847445692,,
MDD,Labonte,2017,BA25,ENSG00000174371,0.446462312,0.048583854,1.3135080370,,
MDD,Labonte,2017,BA25,ENSG00000233822,0.446458057,0.005129735,2.2899050698,,
MDD,Labonte,2017,BA25,ENSG00000221990,0.446275334,0.002937688,2.5319943308,,
MDD,Labonte,2017,BA25,ENSG00000142279,0.445830298,0.002954427,2.5295267364,,
MDD,Labonte,2017,BA25,ENSG00000101098,0.445454372,0.003040247,2.5170911314,,
MDD,Labonte,2017,BA25,ENSG00000177542,0.445205511,0.003581653,2.4459164920,,
MDD,Labonte,2017,BA25,ENSG00000126709,0.444598335,0.023935527,1.6209570060,,
MDD,Labonte,2017,BA25,ENSG00000149926,0.444513693,0.001581969,2.8008020311,,
MDD,Labonte,2017,BA25,ENSG00000166546,0.443616586,0.030405786,1.5170437654,,
MDD,Labonte,2017,BA25,ENSG00000204929,0.443484591,0.012156186,1.9152026635,,
MDD,Labonte,2017,BA25,ENSG00000184897,0.44328659,0.000225414,3.6470191143,,
MDD,Labonte,2017,BA25,ENSG00000162545,0.442788175,0.024103091,1.6179272596,,
MDD,Labonte,2017,BA25,ENSG00000132881,0.442620742,0.002295184,2.6391824923,,
MDD,Labonte,2017,BA25,ENSG00000128185,0.441774497,0.000598952,3.2226079806,,
MDD,Labonte,2017,BA25,ENSG00000128245,0.441326954,0.029743546,1.5266072565,,
MDD,Labonte,2017,BA25,ENSG00000115268,0.441036419,0.000256133,3.5915344637,,
MDD,Labonte,2017,BA25,ENSG00000187608,0.440193854,0.042584164,1.3707518743,,
MDD,Labonte,2017,BA25,ENSG00000055813,0.440140956,0.007713821,2.1127304432,,
MDD,Labonte,2017,BA25,ENSG00000204396,0.438297046,0.037210168,1.4293383692,,
MDD,Labonte,2017,BA25,ENSG00000150977,0.43818162,0.000782106,3.1067343824,,
MDD,Labonte,2017,BA25,ENSG00000207375,0.438011711,0.024490004,1.6110111439,,
MDD,Labonte,2017,BA25,ENSG00000158008,0.437835616,0.013202234,1.8793525740,,
MDD,Labonte,2017,BA25,ENSG00000121440,0.437611614,0.018398956,1.7352068192,,
MDD,Labonte,2017,BA25,ENSG00000127589,0.43712067,0.049929382,1.3016438094,,
MDD,Labonte,2017,BA25,ENSG00000113319,0.436523759,0.040488068,1.3926729463,,
MDD,Labonte,2017,BA25,ENSG00000113763,0.436408411,0.020089714,1.6970262459,,
MDD,Labonte,2017,BA25,ENSG00000172889,0.435938696,0.027650626,1.5582950320,,
MDD,Labonte,2017,BA25,ENSG00000204525,0.435896867,0.037248388,1.4288925175,,
MDD,Labonte,2017,BA25,ENSG00000139112,0.435779437,0.002866568,2.5426377515,,
MDD,Labonte,2017,BA25,ENSG00000119574,0.435504076,0.000201396,3.6959491594,,
MDD,Labonte,2017,BA25,ENSG00000160999,0.435392462,0.017552274,1.7556666102,,
MDD,Labonte,2017,BA25,ENSG00000184261,0.434732093,0.015853046,1.7998872802,,
MDD,Labonte,2017,BA25,ENSG00000184702,0.434678055,0.012861419,1.8907111131,,
MDD,Labonte,2017,BA25,ENSG00000185386,0.434556086,0.015239776,1.8170214164,,
MDD,Labonte,2017,BA25,ENSG00000172247,0.434253343,0.023936458,1.6209401139,,
MDD,Labonte,2017,BA25,ENSG00000123416,0.433897262,0.004724403,2.3256530634,,
MDD,Labonte,2017,BA25,ENSG00000154914,0.433745061,0.040794943,1.3893936693,,
MDD,Labonte,2017,BA25,ENSG00000103254,0.43366095,0.013555019,1.8678998693,,
MDD,Labonte,2017,BA25,ENSG00000168135,0.43322846,0.048474003,1.3144911146,,
MDD,Labonte,2017,BA25,ENSG00000171450,0.433213526,0.005817911,2.2352329267,,
MDD,Labonte,2017,BA25,ENSG00000182580,0.433193559,0.005306582,2.2751851204,,
MDD,Labonte,2017,BA25,ENSG00000146070,0.433187798,0.035470664,1.4501306816,,
MDD,Labonte,2017,BA25,ENSG00000107147,0.432910317,0.0145836,1.8361352560,,
MDD,Labonte,2017,BA25,ENSG00000162188,0.432718372,0.03487699,1.4574610032,,
MDD,Labonte,2017,BA25,ENSG00000178078,0.432332994,0.034518703,1.4619455308,,
MDD,Labonte,2017,BA25,ENSG00000107130,0.43199803,0.006010186,2.2211120875,,
MDD,Labonte,2017,BA25,ENSG00000137501,0.431970946,0.045907945,1.3381121473,,
MDD,Labonte,2017,BA25,ENSG00000160972,0.431959645,0.000706783,3.1507139050,,
MDD,Labonte,2017,BA25,ENSG00000197852,0.43177994,0.046333489,1.3341049954,,
MDD,Labonte,2017,BA25,ENSG00000125744,0.43153024,0.007134801,2.1466181355,,
MDD,Labonte,2017,BA25,ENSG00000104964,0.43137712,0.000276229,3.5587307288,,
MDD,Labonte,2017,BA25,ENSG00000225614,0.430878168,0.013523949,1.8688964757,,
MDD,Labonte,2017,BA25,ENSG00000217094,0.430566346,0.000549147,3.2603113846,,
MDD,Labonte,2017,BA25,ENSG00000172020,0.429828475,0.014679654,1.8332841806,,
MDD,Labonte,2017,BA25,ENSG00000182870,0.429252612,0.027887643,1.5545881898,,
MDD,Labonte,2017,BA25,ENSG00000162302,0.429095167,0.000240346,3.6191631013,,
MDD,Labonte,2017,BA25,ENSG00000183828,0.428523352,0.013523256,1.8689187305,,
MDD,Labonte,2017,BA25,ENSG00000265681,0.427956518,0.002815367,2.5504649842,,
MDD,Labonte,2017,BA25,ENSG00000091622,0.427809227,0.012594869,1.8998063453,,
MDD,Labonte,2017,BA25,ENSG00000241468,0.426620772,0.002253766,2.6470911771,,
MDD,Labonte,2017,BA25,ENSG00000164061,0.426000132,0.022926033,1.6396710868,,
MDD,Labonte,2017,BA25,ENSG00000127824,0.425898855,0.015294568,1.8154627853,,
MDD,Labonte,2017,BA25,ENSG00000143774,0.42486457,0.000548489,3.2608320778,,
MDD,Labonte,2017,BA25,ENSG00000171992,0.424539798,0.014611356,1.8353094777,,
MDD,Labonte,2017,BA25,ENSG00000099364,0.424172274,0.000651407,3.1861475788,,
MDD,Labonte,2017,BA25,ENSG00000115041,0.423701652,0.00229084,2.6400052423,,
MDD,Labonte,2017,BA25,ENSG00000122025,0.423402383,0.047205669,1.3260058432,,
MDD,Labonte,2017,BA25,ENSG00000215875,0.422535172,0.038158019,1.4184141801,,
MDD,Labonte,2017,BA25,ENSG00000272973,0.422517748,0.040354247,1.3941107521,,
MDD,Labonte,2017,BA25,ENSG00000161970,0.42219638,0.001198507,2.9213594251,,
MDD,Labonte,2017,BA25,ENSG00000099864,0.421865481,0.00022065,3.6562960682,,
